Time,Channel_3,Channel_4
0.007288217544555664,0.58197021484375,-0.00946044921875
0.008430242538452148,0.56488037109375,0.00701904296875
0.009918928146362305,0.5126953125,0.00213623046875
0.011407613754272461,0.467529296875,0.00213623046875
0.012894392013549805,0.433349609375,-0.00579833984375
0.014382600784301758,0.4132080078125,0.00335693359375
0.015870332717895508,0.3961181640625,-0.00396728515625
0.01735830307006836,0.37872314453125,0.00152587890625
0.018847942352294922,0.728759765625,0.00244140625
0.020336151123046875,0.9210205078125,0.00213623046875
0.021822690963745117,0.72998046875,-0.003662109375
0.023310422897338867,0.718994140625,-0.0006103515625
0.02480006217956543,0.74920654296875,-0.00274658203125
0.026288270950317383,0.80474853515625,0.001220703125
0.02777552604675293,0.99884033203125,0.00457763671875
0.029262304306030273,1.0009765625,-0.00335693359375
0.030750513076782227,1.01165771484375,0.0030517578125
0.03223824501037598,1.04461669921875,-0.001220703125
0.03372669219970703,0.9869384765625,0.006103515625
0.038190364837646484,1.090087890625,0.00335693359375
0.05764603614807129,1.15203857421875,-0.00244140625
0.06563735008239746,0.53192138671875,0.0018310546875
0.06712508201599121,0.38421630859375,-0.006103515625
0.07027411460876465,0.8807373046875,0.0018310546875
0.07158899307250977,0.79620361328125,0.00335693359375
0.07506132125854492,0.74737548828125,0.0042724609375
0.07704496383666992,0.9234619140625,0.00396728515625
0.07853317260742188,0.99822998046875,-0.0018310546875
0.08002114295959473,1.0296630859375,-0.00274658203125
0.08250141143798828,0.9765625,0.00732421875
0.08448576927185059,1.06658935546875,-0.006103515625
0.08597326278686523,1.08642578125,0.0006103515625
0.1752452850341797,1.14898681640625,0.00274658203125
0.20032644271850586,0.81268310546875,-0.0054931640625
0.201674222946167,0.689697265625,0.00518798828125
0.20316386222839355,0.628662109375,0.00152587890625
0.2046496868133545,0.6097412109375,0.0030517578125
0.20712924003601074,0.5792236328125,0.0018310546875
0.2086169719696045,0.55694580078125,0.00091552734375
0.2131519317626953,0.43243408203125,0.0
0.23912954330444336,1.0186767578125,0.0
0.24111509323120117,1.104736328125,0.00701904296875
0.24260425567626953,1.17279052734375,0.003662109375
0.24557948112487793,0.8258056640625,-0.003662109375
0.24706721305847168,0.96527099609375,0.00396728515625
0.2490522861480713,0.8526611328125,0.00762939453125
0.2522597312927246,0.660400390625,0.0030517578125
0.25351524353027344,0.61676025390625,0.0
0.2550032138824463,0.595703125,-0.0030517578125
0.25649118423461914,0.58135986328125,-0.00152587890625
0.257979154586792,0.5682373046875,-0.00091552734375
0.26045966148376465,0.49163818359375,-0.00518798828125
0.2619483470916748,0.45562744140625,0.00396728515625
0.26442742347717285,0.41015625,0.00457763671875
0.2659153938293457,0.39886474609375,0.00274658203125
0.26740312576293945,0.37841796875,0.00335693359375
0.2688913345336914,0.7794189453125,0.0054931640625
0.2708756923675537,0.8599853515625,0.00335693359375
0.27236342430114746,0.6597900390625,-0.006103515625
0.2738516330718994,0.7220458984375,0.00396728515625
0.27533960342407227,0.7720947265625,-0.0042724609375
0.2768278121948242,0.88104248046875,0.00091552734375
0.2788124084472656,1.00128173828125,0.00244140625
0.2817873954772949,1.00311279296875,-0.0030517578125
0.2832756042480469,1.04461669921875,-0.0030517578125
0.2847635746002197,1.031494140625,0.00030517578125
0.2862515449523926,1.092529296875,-0.003662109375
0.28773951530456543,1.15631103515625,0.00274658203125
0.2902200222015381,1.1517333984375,0.00732421875
0.2917051315307617,1.1981201171875,-0.001220703125
0.2931973934173584,0.95123291015625,-0.00518798828125
0.29468369483947754,0.8251953125,0.00579833984375
0.296173095703125,0.94085693359375,-0.00030517578125
0.29765963554382324,0.90667724609375,0.0048828125
0.30262041091918945,0.88226318359375,-0.006103515625
0.3100614547729492,0.506591796875,0.0042724609375
0.31154847145080566,0.4681396484375,0.00396728515625
0.3130354881286621,0.43060302734375,0.00396728515625
0.31452369689941406,0.40985107421875,0.0018310546875
0.31650829315185547,0.39276123046875,0.00640869140625
0.319979190826416,0.9002685546875,-0.00579833984375
0.32345128059387207,0.8160400390625,0.00213623046875
0.324939489364624,0.7269287109375,0.0042724609375
0.3264279365539551,0.85540771484375,0.00274658203125
0.3284120559692383,1.0107421875,0.00244140625
0.33089208602905273,1.03363037109375,0.00335693359375
0.3323793411254883,1.02508544921875,0.0
0.33386778831481934,1.01806640625,-0.00640869140625
0.33548903465270996,1.1077880859375,0.0018310546875
0.3370628356933594,1.06231689453125,-0.006103515625
0.33862829208374023,1.18011474609375,-0.00152587890625
0.34358835220336914,0.845947265625,-0.003662109375
0.34557437896728516,0.87432861328125,0.00274658203125
0.3473806381225586,0.93719482421875,0.00213623046875
0.349367618560791,0.8721923828125,-0.00213623046875
0.3563716411590576,0.5828857421875,0.0048828125
0.35885071754455566,0.546875,0.001220703125
0.360837459564209,0.49407958984375,-0.003662109375
0.36530065536499023,0.404052734375,0.00244140625
0.3667886257171631,0.3857421875,0.00396728515625
0.3697645664215088,0.8099365234375,0.00274658203125
0.37453746795654297,0.73883056640625,-0.0048828125
0.37621164321899414,0.86578369140625,0.003662109375
0.3777005672454834,0.94268798828125,-0.003662109375
0.37918877601623535,1.02081298828125,-0.00091552734375
0.38216447830200195,1.019287109375,-0.00823974609375
0.38414740562438965,1.03912353515625,0.00030517578125
0.385636568069458,1.07421875,0.003662109375
0.38712453842163086,1.15081787109375,0.0018310546875
0.3886706829071045,1.11328125,0.00335693359375
0.39115142822265625,1.2017822265625,0.0042724609375
0.39263916015625,1.13677978515625,0.0018310546875
0.39419007301330566,0.82183837890625,-0.0006103515625
0.39568376541137695,0.865478515625,-0.00213623046875
0.3971719741821289,0.933837890625,0.0
0.4001455307006836,0.85968017578125,0.0018310546875
0.4086644649505615,0.548095703125,-0.006103515625
0.411144495010376,0.48187255859375,-0.00213623046875
0.41263270378112793,0.43487548828125,0.00152587890625
0.4161050319671631,0.39825439453125,-0.0006103515625
0.41759490966796875,0.377197265625,0.00274658203125
0.41957688331604004,0.83770751953125,0.001220703125
0.4220566749572754,0.6390380859375,-0.00274658203125
