TrialTime,proxyThumb_x,proxyThumb_y,proxyThumb_z,proxyThumb_qx,proxyThumb_qy,proxyThumb_qz,proxyThumb_qw,proxyIndex_x,proxyIndex_y,proxyIndex_z,proxyIndex_qx,proxyIndex_qy,proxyIndex_qz,proxyIndex_qw,realThumb_x,realThumb_y,realThumb_z,realThumb_qx,realThumb_qy,realThumb_qz,realThumb_qw,realIndex_x,realIndex_y,realIndex_z,realIndex_qx,realIndex_qy,realIndex_qz,realIndex_qw,cam_x,cam_y,cam_z,cam_qx,cam_qy,cam_qz,cam_qw,cyl_x,cyl_y,cyl_z,cyl_qx,cyl_qy,cyl_qz,cyl_qw,grasping,broken,slip,force,vibration,pressure,tableContact,penetration,penetrationSource
0.105,0.1469,1.1685,-0.0790,0.5980,0.3047,0.6332,0.3856,0.1514,1.2041,-0.0153,0.7976,-0.1614,-0.0048,0.5812,0.1469,1.1685,-0.0790,0.5980,0.3047,0.6332,0.3856,0.1514,1.2041,-0.0153,0.7976,-0.1614,-0.0048,0.5812,0.1427,1.4539,-0.4780,-0.0596,0.0196,0.0153,-0.9979,-0.1200,1.1827,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,none
0.115,0.1467,1.1691,-0.0790,0.5967,0.3036,0.6326,0.3893,0.1519,1.2049,-0.0151,0.7946,-0.1608,-0.0040,0.5855,0.1467,1.1691,-0.0790,0.5967,0.3036,0.6326,0.3893,0.1519,1.2049,-0.0151,0.7946,-0.1608,-0.0040,0.5855,0.1425,1.4539,-0.4778,-0.0596,0.0206,0.0151,-0.9979,-0.1200,1.1827,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,none
0.125,0.1474,1.1697,-0.0798,0.5952,0.3022,0.6318,0.3941,0.1530,1.2062,-0.0159,0.7901,-0.1623,-0.0023,0.5910,0.1474,1.1697,-0.0798,0.5952,0.3022,0.6318,0.3941,0.1530,1.2062,-0.0159,0.7901,-0.1623,-0.0023,0.5910,0.1423,1.4539,-0.4775,-0.0597,0.0216,0.0150,-0.9979,-0.1200,1.1827,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,none
0.135,0.1483,1.1703,-0.0808,0.5928,0.3002,0.6314,0.3997,0.1542,1.2074,-0.0167,0.7857,-0.1641,-0.0001,0.5965,0.1483,1.1703,-0.0808,0.5928,0.3002,0.6314,0.3997,0.1542,1.2074,-0.0167,0.7857,-0.1641,-0.0001,0.5965,0.1420,1.4540,-0.4772,-0.0597,0.0227,0.0148,-0.9978,-0.1200,1.1827,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,none
0.145,0.1506,1.1705,-0.0845,0.5929,0.3000,0.6301,0.4017,0.1566,1.2083,-0.0205,0.7825,-0.1663,-0.0006,0.6001,0.1506,1.1705,-0.0845,0.5929,0.3000,0.6301,0.4017,0.1566,1.2083,-0.0205,0.7825,-0.1663,-0.0006,0.6001,0.1417,1.4540,-0.4769,-0.0597,0.0237,0.0147,-0.9978,-0.1200,1.1827,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,none
0.155,0.1527,1.1708,-0.0878,0.5931,0.2996,0.6286,0.4041,0.1587,1.2093,-0.0239,0.7789,-0.1690,-0.0011,0.6039,0.1527,1.1708,-0.0878,0.5931,0.2996,0.6286,0.4041,0.1587,1.2093,-0.0239,0.7789,-0.1690,-0.0011,0.6039,0.1414,1.4540,-0.4766,-0.0597,0.0251,0.0146,-0.9978,-0.1200,1.1827,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,none
0.165,0.1558,1.1717,-0.0947,0.5949,0.2978,0.6251,0.4082,0.1625,1.2104,-0.0309,0.7763,-0.1728,-0.0049,0.6062,0.1558,1.1717,-0.0947,0.5949,0.2978,0.6251,0.4082,0.1625,1.2104,-0.0309,0.7763,-0.1728,-0.0049,0.6062,0.1411,1.4540,-0.4763,-0.0596,0.0265,0.0143,-0.9978,-0.1200,1.1827,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,none
0.175,0.1583,1.1729,-0.1001,0.5973,0.2952,0.6207,0.4133,0.1657,1.2118,-0.0364,0.7733,-0.1776,-0.0100,0.6085,0.1583,1.1729,-0.1001,0.5973,0.2952,0.6207,0.4133,0.1657,1.2118,-0.0364,0.7733,-0.1776,-0.0100,0.6085,0.1407,1.4540,-0.4759,-0.0597,0.0283,0.0140,-0.9977,-0.1200,1.1827,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,none
0.185,0.1603,1.1742,-0.1046,0.6000,0.2921,0.6159,0.4187,0.1685,1.2134,-0.0411,0.7702,-0.1829,-0.0155,0.6108,0.1603,1.1742,-0.1046,0.6000,0.2921,0.6159,0.4187,0.1685,1.2134,-0.0411,0.7702,-0.1829,-0.0155,0.6108,0.1402,1.4540,-0.4755,-0.0597,0.0302,0.0135,-0.9977,-0.1200,1.1827,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,none
0.195,0.1613,1.1786,-0.1127,0.6004,0.2898,0.6075,0.4319,0.1706,1.2187,-0.0499,0.7619,-0.1928,-0.0222,0.6179,0.1613,1.1786,-0.1127,0.6004,0.2898,0.6075,0.4319,0.1706,1.2187,-0.0499,0.7619,-0.1928,-0.0222,0.6179,0.1398,1.4540,-0.4751,-0.0597,0.0323,0.0131,-0.9976,-0.1200,1.1827,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,none
0.205,0.1622,1.1827,-0.1196,0.6006,0.2873,0.5992,0.4447,0.1727,1.2237,-0.0574,0.7536,-0.2026,-0.0288,0.6247,0.1622,1.1827,-0.1196,0.6006,0.2873,0.5992,0.4447,0.1727,1.2237,-0.0574,0.7536,-0.2026,-0.0288,0.6247,0.1394,1.4540,-0.4748,-0.0597,0.0346,0.0126,-0.9975,-0.1200,1.1827,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,none
0.215,0.1610,1.1917,-0.1299,0.5867,0.2857,0.5858,0.4807,0.1727,1.2355,-0.0698,0.7299,-0.2250,-0.0298,0.6448,0.1610,1.1917,-0.1299,0.5867,0.2857,0.5858,0.4807,0.1727,1.2355,-0.0698,0.7299,-0.2250,-0.0298,0.6448,0.1389,1.4539,-0.4745,-0.0599,0.0368,0.0122,-0.9974,-0.1200,1.1827,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,none
0.225,0.1603,1.1997,-0.1395,0.5737,0.2835,0.5737,0.5113,0.1734,1.2457,-0.0813,0.7087,-0.2441,-0.0308,0.6612,0.1603,1.1997,-0.1395,0.5737,0.2835,0.5737,0.5113,0.1734,1.2457,-0.0813,0.7087,-0.2441,-0.0308,0.6612,0.1386,1.4539,-0.4742,-0.0602,0.0391,0.0118,-0.9974,-0.1200,1.1827,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,none
0.235,0.1603,1.2064,-0.1487,0.5618,0.2809,0.5633,0.5367,0.1745,1.2541,-0.0921,0.6906,-0.2598,-0.0318,0.6742,0.1603,1.2064,-0.1487,0.5618,0.2809,0.5633,0.5367,0.1745,1.2541,-0.0921,0.6906,-0.2598,-0.0318,0.6742,0.1382,1.4539,-0.4739,-0.0603,0.0414,0.0114,-0.9973,-0.1200,1.1827,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,none
0.245,0.1600,1.2105,-0.1554,0.5503,0.2717,0.5491,0.5674,0.1779,1.2582,-0.0998,0.6753,-0.2724,-0.0452,0.6839,0.1600,1.2105,-0.1554,0.5503,0.2717,0.5491,0.5674,0.1779,1.2582,-0.0998,0.6753,-0.2724,-0.0452,0.6839,0.1378,1.4539,-0.4735,-0.0604,0.0438,0.0110,-0.9971,-0.1200,1.1827,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,none
0.255,0.1603,1.2144,-0.1626,0.5387,0.2640,0.5367,0.5934,0.1811,1.2618,-0.1076,0.6625,-0.2833,-0.0561,0.6912,0.1603,1.2144,-0.1626,0.5387,0.2640,0.5367,0.5934,0.1811,1.2618,-0.1076,0.6625,-0.2833,-0.0561,0.6912,0.1374,1.4539,-0.4732,-0.0604,0.0463,0.0105,-0.9970,-0.1200,1.1827,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,none
0.265,0.1582,1.2169,-0.1687,0.5240,0.2460,0.5305,0.6193,0.1829,1.2647,-0.1137,0.6486,-0.3056,-0.0701,0.6936,0.1582,1.2169,-0.1687,0.5240,0.2460,0.5305,0.6193,0.1829,1.2647,-0.1137,0.6486,-0.3056,-0.0701,0.6936,0.1370,1.4538,-0.4729,-0.0605,0.0487,0.0100,-0.9969,-0.1200,1.1827,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,none
0.275,0.1571,1.2195,-0.1752,0.5090,0.2311,0.5242,0.6424,0.1850,1.2670,-0.1202,0.6378,-0.3238,-0.0809,0.6941,0.1571,1.2195,-0.1752,0.5090,0.2311,0.5242,0.6424,0.1850,1.2670,-0.1202,0.6378,-0.3238,-0.0809,0.6941,0.1366,1.4538,-0.4726,-0.0607,0.0510,0.0096,-0.9968,-0.1200,1.1827,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,none
0.285,0.1566,1.2220,-0.1821,0.4941,0.2182,0.5177,0.6635,0.1873,1.2688,-0.1269,0.6291,-0.3394,-0.0897,0.6936,0.1566,1.2220,-0.1821,0.4941,0.2182,0.5177,0.6635,0.1873,1.2688,-0.1269,0.6291,-0.3394,-0.0897,0.6936,0.1362,1.4537,-0.4723,-0.0608,0.0533,0.0092,-0.9967,-0.1200,1.1827,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,none
0.295,0.1558,1.2232,-0.1873,0.4960,0.1910,0.5093,0.6768,0.1882,1.2668,-0.1305,0.6337,-0.3675,-0.1026,0.6729,0.1558,1.2232,-0.1873,0.4960,0.1910,0.5093,0.6768,0.1882,1.2668,-0.1305,0.6337,-0.3675,-0.1026,0.6729,0.1359,1.4537,-0.4720,-0.0610,0.0555,0.0090,-0.9966,-0.1200,1.1827,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,none
0.305,0.1556,1.2246,-0.1928,0.4945,0.1693,0.5012,0.6896,0.1894,1.2655,-0.1348,0.6350,-0.3908,-0.1125,0.6568,0.1556,1.2246,-0.1928,0.4945,0.1693,0.5012,0.6896,0.1894,1.2655,-0.1348,0.6350,-0.3908,-0.1125,0.6568,0.1356,1.4537,-0.4717,-0.0612,0.0576,0.0088,-0.9964,-0.1200,1.1827,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,none
0.315,0.1552,1.2239,-0.1937,0.5032,0.1419,0.4958,0.6934,0.1915,1.2618,-0.1335,0.6378,-0.4112,-0.1333,0.6375,0.1552,1.2239,-0.1937,0.5032,0.1419,0.4958,0.6934,0.1915,1.2618,-0.1335,0.6378,-0.4112,-0.1333,0.6375,0.1353,1.4536,-0.4714,-0.0614,0.0598,0.0084,-0.9963,-0.1200,1.1827,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,none
0.325,0.1549,1.2238,-0.1956,0.5072,0.1190,0.4901,0.6988,0.1932,1.2587,-0.1336,0.6389,-0.4287,-0.1498,0.6209,0.1549,1.2238,-0.1956,0.5072,0.1190,0.4901,0.6988,0.1932,1.2587,-0.1336,0.6389,-0.4287,-0.1498,0.6209,0.1349,1.4536,-0.4712,-0.0617,0.0617,0.0083,-0.9962,-0.1200,1.1827,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,none
0.335,0.1545,1.2223,-0.1957,0.5206,0.0840,0.4837,0.6985,0.1946,1.2517,-0.1306,0.6463,-0.4466,-0.1752,0.5935,0.1545,1.2223,-0.1957,0.5206,0.0840,0.4837,0.6985,0.1946,1.2517,-0.1306,0.6463,-0.4466,-0.1752,0.5935,0.1346,1.4536,-0.4710,-0.0619,0.0637,0.0081,-0.9960,-0.1200,1.1827,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,none
0.345,0.1541,1.2213,-0.1967,0.5281,0.0557,0.4782,0.6995,0.1956,1.2461,-0.1291,0.6507,-0.4608,-0.1949,0.5711,0.1541,1.2213,-0.1967,0.5281,0.0557,0.4782,0.6995,0.1956,1.2461,-0.1291,0.6507,-0.4608,-0.1949,0.5711,0.1343,1.4536,-0.4707,-0.0621,0.0656,0.0078,-0.9959,-0.1200,1.1827,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,none
0.355,0.1536,1.2203,-0.1982,0.5322,0.0316,0.4735,0.7011,0.1963,1.2410,-0.1286,0.6539,-0.4730,-0.2111,0.5515,0.1536,1.2203,-0.1982,0.5322,0.0316,0.4735,0.7011,0.1963,1.2410,-0.1286,0.6539,-0.4730,-0.2111,0.5515,0.1340,1.4536,-0.4705,-0.0621,0.0675,0.0076,-0.9958,-0.1200,1.1827,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,none
0.365,0.1525,1.2211,-0.1986,0.5248,0.0032,0.4657,0.7125,0.1969,1.2354,-0.1259,0.6567,-0.4765,-0.2272,0.5385,0.1525,1.2211,-0.1986,0.5248,0.0032,0.4657,0.7125,0.1969,1.2354,-0.1259,0.6567,-0.4765,-0.2272,0.5385,0.1338,1.4536,-0.4703,-0.0621,0.0692,0.0074,-0.9956,-0.1200,1.1827,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,none
0.375,0.1520,1.2213,-0.1990,0.5214,-0.0214,0.4579,0.7198,0.1977,1.2302,-0.1238,0.6582,-0.4807,-0.2430,0.5260,0.1520,1.2213,-0.1990,0.5214,-0.0214,0.4579,0.7198,0.1977,1.2302,-0.1238,0.6582,-0.4807,-0.2430,0.5260,0.1335,1.4536,-0.4701,-0.0621,0.0709,0.0072,-0.9955,-0.1200,1.1827,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,none
0.385,0.1519,1.2178,-0.1971,0.5301,-0.0337,0.4566,0.7137,0.2003,1.2243,-0.1205,0.6587,-0.4739,-0.2616,0.5226,0.1519,1.2178,-0.1971,0.5301,-0.0337,0.4566,0.7137,0.2003,1.2243,-0.1205,0.6587,-0.4739,-0.2616,0.5226,0.1332,1.4536,-0.4699,-0.0621,0.0726,0.0069,-0.9954,-0.1200,1.1827,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,none
0.395,0.1518,1.2147,-0.1956,0.5382,-0.0472,0.4538,0.7087,0.2020,1.2180,-0.1180,0.6620,-0.4693,-0.2775,0.5143,0.1518,1.2147,-0.1956,0.5382,-0.0472,0.4538,0.7087,0.2020,1.2180,-0.1180,0.6620,-0.4693,-0.2775,0.5143,0.1329,1.4537,-0.4698,-0.0623,0.0743,0.0066,-0.9953,-0.1200,1.1827,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,none
0.405,0.1518,1.2117,-0.1944,0.5453,-0.0618,0.4505,0.7042,0.2035,1.2114,-0.1159,0.6663,-0.4657,-0.2925,0.5037,0.1518,1.2117,-0.1944,0.5453,-0.0618,0.4505,0.7042,0.2035,1.2114,-0.1159,0.6663,-0.4657,-0.2925,0.5037,0.1326,1.4537,-0.4696,-0.0623,0.0759,0.0062,-0.9951,-0.1200,1.1827,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,none
0.415,0.1515,1.2086,-0.1937,0.5613,-0.0577,0.4549,0.6889,0.2020,1.2080,-0.1155,0.6778,-0.4640,-0.2878,0.4924,0.1515,1.2086,-0.1937,0.5613,-0.0577,0.4549,0.6889,0.2020,1.2080,-0.1155,0.6778,-0.4640,-0.2878,0.4924,0.1323,1.4537,-0.4695,-0.0624,0.0775,0.0059,-0.9950,-0.1200,1.1827,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,none
0.425,0.1512,1.2057,-0.1931,0.5748,-0.0563,0.4581,0.6757,0.2012,1.2047,-0.1151,0.6869,-0.4624,-0.2861,0.4822,0.1512,1.2057,-0.1931,0.5748,-0.0563,0.4581,0.6757,0.2012,1.2047,-0.1151,0.6869,-0.4624,-0.2861,0.4822,0.1319,1.4537,-0.4693,-0.0623,0.0792,0.0055,-0.9949,-0.1200,1.1827,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,none
0.435,0.1512,1.2028,-0.1925,0.5956,-0.0453,0.4627,0.6551,0.1996,1.2033,-0.1154,0.6966,-0.4651,-0.2788,0.4698,0.1512,1.2028,-0.1925,0.5956,-0.0453,0.4627,0.6551,0.1996,1.2033,-0.1154,0.6966,-0.4651,-0.2788,0.4698,0.1316,1.4537,-0.4692,-0.0623,0.0811,0.0050,-0.9947,-0.1200,1.1827,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,none
0.445,0.1511,1.2000,-0.1921,0.6115,-0.0375,0.4667,0.6379,0.1984,1.2019,-0.1156,0.7042,-0.4671,-0.2739,0.4592,0.1511,1.2000,-0.1921,0.6115,-0.0375,0.4667,0.6379,0.1984,1.2019,-0.1156,0.7042,-0.4671,-0.2739,0.4592,0.1312,1.4537,-0.4691,-0.0623,0.0828,0.0045,-0.9946,-0.1200,1.1827,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,none
0.455,0.1504,1.1999,-0.1926,0.6123,-0.0393,0.4688,0.6355,0.1969,1.2018,-0.1160,0.7071,-0.4709,-0.2696,0.4535,0.1504,1.1999,-0.1926,0.6123,-0.0393,0.4688,0.6355,0.1969,1.2018,-0.1160,0.7071,-0.4709,-0.2696,0.4535,0.1308,1.4538,-0.4690,-0.0623,0.0847,0.0041,-0.9944,-0.1200,1.1827,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,none
0.465,0.1495,1.1997,-0.1933,0.6134,-0.0419,0.4712,0.6324,0.1950,1.2018,-0.1164,0.7095,-0.4755,-0.2654,0.4473,0.1495,1.1997,-0.1933,0.6134,-0.0419,0.4712,0.6324,0.1950,1.2018,-0.1164,0.7095,-0.4755,-0.2654,0.4473,0.1304,1.4538,-0.4689,-0.0623,0.0866,0.0036,-0.9943,-0.1200,1.1827,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,none
0.475,0.1485,1.1993,-0.1941,0.6159,-0.0446,0.4742,0.6275,0.1929,1.2016,-0.1169,0.7121,-0.4808,-0.2608,0.4401,0.1485,1.1993,-0.1941,0.6159,-0.0446,0.4742,0.6275,0.1929,1.2016,-0.1169,0.7121,-0.4808,-0.2608,0.4401,0.1299,1.4539,-0.4687,-0.0623,0.0886,0.0032,-0.9941,-0.1200,1.1827,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,none
0.485,0.1471,1.1995,-0.1948,0.6138,-0.0503,0.4768,0.6272,0.1905,1.2020,-0.1170,0.7119,-0.4868,-0.2579,0.4356,0.1471,1.1995,-0.1948,0.6138,-0.0503,0.4768,0.6272,0.1905,1.2020,-0.1170,0.7119,-0.4868,-0.2579,0.4356,0.1294,1.4539,-0.4686,-0.0622,0.0907,0.0027,-0.9939,-0.1200,1.1827,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,none
0.495,0.1454,1.1996,-0.1953,0.6119,-0.0562,0.4796,0.6265,0.1878,1.2022,-0.1171,0.7116,-0.4931,-0.2549,0.4307,0.1454,1.1996,-0.1953,0.6119,-0.0562,0.4796,0.6265,0.1878,1.2022,-0.1171,0.7116,-0.4931,-0.2549,0.4307,0.1289,1.4540,-0.4685,-0.0620,0.0930,0.0022,-0.9937,-0.1200,1.1827,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,none
0.505,0.1439,1.1999,-0.1953,0.6097,-0.0607,0.4817,0.6265,0.1856,1.2025,-0.1167,0.7115,-0.4968,-0.2531,0.4277,0.1439,1.1999,-0.1953,0.6097,-0.0607,0.4817,0.6265,0.1856,1.2025,-0.1167,0.7115,-0.4968,-0.2531,0.4277,0.1284,1.4541,-0.4684,-0.0619,0.0953,0.0018,-0.9935,-0.1200,1.1827,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,none
