TrialTime,proxyThumb_x,proxyThumb_y,proxyThumb_z,proxyThumb_qx,proxyThumb_qy,proxyThumb_qz,proxyThumb_qw,proxyIndex_x,proxyIndex_y,proxyIndex_z,proxyIndex_qx,proxyIndex_qy,proxyIndex_qz,proxyIndex_qw,realThumb_x,realThumb_y,realThumb_z,realThumb_qx,realThumb_qy,realThumb_qz,realThumb_qw,realIndex_x,realIndex_y,realIndex_z,realIndex_qx,realIndex_qy,realIndex_qz,realIndex_qw,cam_x,cam_y,cam_z,cam_qx,cam_qy,cam_qz,cam_qw,cyl_x,cyl_y,cyl_z,cyl_qx,cyl_qy,cyl_qz,cyl_qw,grasping,broken,slip,force,vibration,pressure,tableContact,penetration,penetrationSource
96.476,0.0269,1.0384,-0.3430,0.4811,-0.0607,0.3946,0.7805,0.0447,1.0494,-0.3059,0.7117,-0.6735,0.0824,0.1816,0.0269,1.0384,-0.3430,0.4811,-0.0607,0.3946,0.7805,0.0447,1.0494,-0.3059,0.7117,-0.6735,0.0824,0.1816,0.0350,1.3245,-0.6127,-0.1196,-0.0027,0.0664,0.9906,-0.1200,-5119.4650,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,Table Upper Target,0.0000,Table Upper Target
96.486,0.0263,1.0390,-0.3430,0.4792,-0.0613,0.3946,0.7816,0.0441,1.0499,-0.3058,0.7118,-0.6734,0.0829,0.1816,0.0263,1.0390,-0.3430,0.4792,-0.0613,0.3946,0.7816,0.0441,1.0499,-0.3058,0.7118,-0.6734,0.0829,0.1816,0.0350,1.3245,-0.6129,-0.1197,-0.0035,0.0662,0.9906,-0.1200,-5128.9340,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,Table Upper Target,0.0000,Table Upper Target
96.496,0.0257,1.0396,-0.3430,0.4772,-0.0619,0.3946,0.7828,0.0434,1.0504,-0.3057,0.7118,-0.6733,0.0835,0.1817,0.0257,1.0396,-0.3430,0.4772,-0.0619,0.3946,0.7828,0.0434,1.0504,-0.3057,0.7118,-0.6733,0.0835,0.1817,0.0350,1.3246,-0.6132,-0.1196,-0.0045,0.0661,0.9906,-0.1200,-5138.4020,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,Table Upper Target,0.0000,Table Upper Target
96.506,0.0251,1.0402,-0.3430,0.4750,-0.0624,0.3947,0.7840,0.0428,1.0509,-0.3057,0.7119,-0.6732,0.0842,0.1817,0.0251,1.0402,-0.3430,0.4750,-0.0624,0.3947,0.7840,0.0428,1.0509,-0.3057,0.7119,-0.6732,0.0842,0.1817,0.0351,1.3246,-0.6134,-0.1197,-0.0055,0.0658,0.9906,-0.1200,-5147.8710,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,Table Upper Target,0.0000,Table Upper Target
96.516,0.0246,1.0408,-0.3431,0.4724,-0.0629,0.3949,0.7855,0.0423,1.0514,-0.3057,0.7121,-0.6728,0.0850,0.1818,0.0246,1.0408,-0.3431,0.4724,-0.0629,0.3949,0.7855,0.0423,1.0514,-0.3057,0.7121,-0.6728,0.0850,0.1818,0.0350,1.3247,-0.6136,-0.1199,-0.0066,0.0656,0.9906,-0.1200,-5157.3400,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,Table Upper Target,0.0000,Table Upper Target
96.526,0.0241,1.0414,-0.3432,0.4697,-0.0634,0.3952,0.7869,0.0418,1.0518,-0.3058,0.7124,-0.6724,0.0859,0.1818,0.0241,1.0414,-0.3432,0.4697,-0.0634,0.3952,0.7869,0.0418,1.0518,-0.3058,0.7124,-0.6724,0.0859,0.1818,0.0350,1.3248,-0.6137,-0.1205,-0.0075,0.0650,0.9906,-0.1200,-5166.8090,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,Table Upper Target,0.0000,Table Upper Target
96.536,0.0235,1.0419,-0.3433,0.4674,-0.0633,0.3956,0.7881,0.0413,1.0523,-0.3058,0.7127,-0.6718,0.0871,0.1821,0.0235,1.0419,-0.3433,0.4674,-0.0633,0.3956,0.7881,0.0413,1.0523,-0.3058,0.7127,-0.6718,0.0871,0.1821,0.0348,1.3249,-0.6137,-0.1214,-0.0085,0.0647,0.9905,-0.1200,-5176.2770,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,Table Upper Target,0.0000,Table Upper Target
96.546,0.0230,1.0424,-0.3435,0.4650,-0.0632,0.3961,0.7892,0.0407,1.0528,-0.3059,0.7130,-0.6712,0.0883,0.1825,0.0230,1.0424,-0.3435,0.4650,-0.0632,0.3961,0.7892,0.0407,1.0528,-0.3059,0.7130,-0.6712,0.0883,0.1825,0.0347,1.3250,-0.6138,-0.1222,-0.0095,0.0647,0.9903,-0.1200,-5185.7500,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,Table Upper Target,0.0000,Table Upper Target
96.556,0.0225,1.0430,-0.3436,0.4626,-0.0630,0.3966,0.7904,0.0402,1.0533,-0.3061,0.7134,-0.6705,0.0897,0.1829,0.0225,1.0430,-0.3436,0.4626,-0.0630,0.3966,0.7904,0.0402,1.0533,-0.3061,0.7134,-0.6705,0.0897,0.1829,0.0345,1.3251,-0.6139,-0.1232,-0.0105,0.0645,0.9902,-0.1200,-5195.2270,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,Table Upper Target,0.0000,Table Upper Target
96.566,0.0220,1.0433,-0.3437,0.4606,-0.0630,0.3970,0.7913,0.0397,1.0536,-0.3061,0.7137,-0.6699,0.0907,0.1831,0.0220,1.0433,-0.3437,0.4606,-0.0630,0.3970,0.7913,0.0397,1.0536,-0.3061,0.7137,-0.6699,0.0907,0.1831,0.0344,1.3254,-0.6139,-0.1242,-0.0115,0.0644,0.9901,-0.1200,-5204.7030,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,Table Upper Target,0.0000,Table Upper Target
96.576,0.0215,1.0437,-0.3437,0.4587,-0.0631,0.3974,0.7923,0.0392,1.0539,-0.3061,0.7140,-0.6694,0.0917,0.1833,0.0215,1.0437,-0.3437,0.4587,-0.0631,0.3974,0.7923,0.0392,1.0539,-0.3061,0.7140,-0.6694,0.0917,0.1833,0.0342,1.3258,-0.6140,-0.1252,-0.0124,0.0646,0.9899,-0.1200,-5214.1800,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,Table Upper Target,0.0000,Table Upper Target
96.586,0.0210,1.0439,-0.3437,0.4570,-0.0633,0.3977,0.7931,0.0388,1.0541,-0.3060,0.7142,-0.6691,0.0924,0.1835,0.0210,1.0439,-0.3437,0.4570,-0.0633,0.3977,0.7931,0.0388,1.0541,-0.3060,0.7142,-0.6691,0.0924,0.1835,0.0340,1.3261,-0.6140,-0.1265,-0.0133,0.0649,0.9898,-0.1200,-5223.6560,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,Table Upper Target,0.0000,Table Upper Target
96.596,0.0206,1.0442,-0.3436,0.4554,-0.0636,0.3979,0.7939,0.0383,1.0543,-0.3058,0.7144,-0.6688,0.0931,0.1837,0.0206,1.0442,-0.3436,0.4554,-0.0636,0.3979,0.7939,0.0383,1.0543,-0.3058,0.7144,-0.6688,0.0931,0.1837,0.0339,1.3264,-0.6141,-0.1278,-0.0141,0.0651,0.9896,-0.1200,-5233.1330,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,Table Upper Target,0.0000,Table Upper Target
96.606,0.0201,1.0443,-0.3435,0.4541,-0.0641,0.3981,0.7945,0.0379,1.0543,-0.3057,0.7145,-0.6687,0.0935,0.1836,0.0201,1.0443,-0.3435,0.4541,-0.0641,0.3981,0.7945,0.0379,1.0543,-0.3057,0.7145,-0.6687,0.0935,0.1836,0.0338,1.3267,-0.6142,-0.1291,-0.0146,0.0651,0.9894,-0.1200,-5242.6090,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,Table Upper Target,0.0000,Table Upper Target
96.616,0.0196,1.0444,-0.3434,0.4529,-0.0647,0.3983,0.7950,0.0374,1.0544,-0.3055,0.7145,-0.6685,0.0940,0.1835,0.0196,1.0444,-0.3434,0.4529,-0.0647,0.3983,0.7950,0.0374,1.0544,-0.3055,0.7145,-0.6685,0.0940,0.1835,0.0336,1.3271,-0.6142,-0.1301,-0.0150,0.0655,0.9892,-0.1200,-5252.0860,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,Table Upper Target,0.0000,Table Upper Target
96.626,0.0191,1.0445,-0.3433,0.4516,-0.0653,0.3985,0.7956,0.0368,1.0544,-0.3053,0.7146,-0.6684,0.0944,0.1834,0.0191,1.0445,-0.3433,0.4516,-0.0653,0.3985,0.7956,0.0368,1.0544,-0.3053,0.7146,-0.6684,0.0944,0.1834,0.0334,1.3275,-0.6143,-0.1313,-0.0153,0.0659,0.9890,-0.1200,-5261.5660,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,Table Upper Target,0.0000,Table Upper Target
96.636,0.0184,1.0448,-0.3432,0.4505,-0.0658,0.3986,0.7962,0.0362,1.0546,-0.3052,0.7146,-0.6684,0.0948,0.1835,0.0184,1.0448,-0.3432,0.4505,-0.0658,0.3986,0.7962,0.0362,1.0546,-0.3052,0.7146,-0.6684,0.0948,0.1835,0.0333,1.3279,-0.6143,-0.1325,-0.0156,0.0658,0.9889,-0.1200,-5271.0510,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,Table Upper Target,0.0000,Table Upper Target
96.646,0.0177,1.0451,-0.3432,0.4493,-0.0663,0.3987,0.7967,0.0354,1.0548,-0.3051,0.7145,-0.6683,0.0952,0.1836,0.0177,1.0451,-0.3432,0.4493,-0.0663,0.3987,0.7967,0.0354,1.0548,-0.3051,0.7145,-0.6683,0.0952,0.1836,0.0331,1.3281,-0.6144,-0.1338,-0.0158,0.0669,0.9886,-0.1200,-5280.5350,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,Table Upper Target,0.0000,Table Upper Target
