TrialTime,countdownRunning,proxyThumb_x,proxyThumb_y,proxyThumb_z,proxyThumb_qx,proxyThumb_qy,proxyThumb_qz,proxyThumb_qw,proxyIndex_x,proxyIndex_y,proxyIndex_z,proxyIndex_qx,proxyIndex_qy,proxyIndex_qz,proxyIndex_qw,realThumb_x,realThumb_y,realThumb_z,realThumb_qx,realThumb_qy,realThumb_qz,realThumb_qw,realIndex_x,realIndex_y,realIndex_z,realIndex_qx,realIndex_qy,realIndex_qz,realIndex_qw,cam_x,cam_y,cam_z,cam_qx,cam_qy,cam_qz,cam_qw,cyl_x,cyl_y,cyl_z,cyl_qx,cyl_qy,cyl_qz,cyl_qw,grasping,broken,slip,force,vibration,pressure,tableContact,penetration,penetrationSource
0.108,1,0.0296,1.0063,0.1680,0.4076,0.3279,-0.8388,-0.1504,0.0018,1.0517,0.0898,-0.3431,0.5252,-0.6049,0.4904,0.0296,1.0063,0.1680,0.4076,0.3279,-0.8388,-0.1504,0.0018,1.0517,0.0898,-0.3431,0.5252,-0.6049,0.4904,0.0816,1.2990,0.5499,0.0538,-0.9934,0.0665,0.0760,-0.1200,1.1443,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,none,0.0000,none
0.118,1,0.0306,1.0054,0.1727,0.4099,0.3289,-0.8375,-0.1500,0.0033,1.0510,0.0944,-0.3407,0.5243,-0.6055,0.4923,0.0306,1.0054,0.1727,0.4099,0.3289,-0.8375,-0.1500,0.0033,1.0510,0.0944,-0.3407,0.5243,-0.6055,0.4923,0.0816,1.2991,0.5496,0.0534,-0.9935,0.0667,0.0758,-0.1200,1.1333,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,none,0.0000,none
0.128,1,0.0316,1.0048,0.1769,0.4123,0.3300,-0.8359,-0.1495,0.0048,1.0505,0.0986,-0.3380,0.5233,-0.6061,0.4945,0.0316,1.0048,0.1769,0.4123,0.3300,-0.8359,-0.1495,0.0048,1.0505,0.0986,-0.3380,0.5233,-0.6061,0.4945,0.0816,1.2991,0.5494,0.0530,-0.9935,0.0670,0.0757,-0.1200,1.1213,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,none,0.0000,none
0.138,1,0.0332,1.0048,0.1842,0.4140,0.3318,-0.8346,-0.1483,0.0068,1.0508,0.1059,-0.3359,0.5223,-0.6054,0.4978,0.0332,1.0048,0.1842,0.4140,0.3318,-0.8346,-0.1483,0.0068,1.0508,0.1059,-0.3359,0.5223,-0.6054,0.4978,0.0816,1.2991,0.5491,0.0527,-0.9935,0.0673,0.0757,-0.1200,1.1083,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,none,0.0000,none
0.148,1,0.0346,1.0050,0.1905,0.4157,0.3335,-0.8333,-0.1471,0.0087,1.0512,0.1122,-0.3337,0.5213,-0.6045,0.5015,0.0346,1.0050,0.1905,0.4157,0.3335,-0.8333,-0.1471,0.0087,1.0512,0.1122,-0.3337,0.5213,-0.6045,0.5015,0.0816,1.2990,0.5488,0.0524,-0.9935,0.0674,0.0757,-0.1200,1.0943,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,none,0.0000,none
0.158,1,0.0363,1.0070,0.1966,0.4167,0.3384,-0.8311,-0.1454,0.0106,1.0539,0.1185,-0.3308,0.5213,-0.6014,0.5070,0.0363,1.0070,0.1966,0.4167,0.3384,-0.8311,-0.1454,0.0106,1.0539,0.1185,-0.3308,0.5213,-0.6014,0.5070,0.0816,1.2990,0.5486,0.0519,-0.9935,0.0674,0.0757,-0.1200,1.0794,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,none,0.0000,none
0.168,1,0.0377,1.0089,0.2020,0.4176,0.3437,-0.8287,-0.1437,0.0123,1.0565,0.1242,-0.3279,0.5214,-0.5978,0.5130,0.0377,1.0089,0.2020,0.4176,0.3437,-0.8287,-0.1437,0.0123,1.0565,0.1242,-0.3279,0.5214,-0.5978,0.5130,0.0815,1.2989,0.5483,0.0513,-0.9935,0.0672,0.0757,-0.1200,1.0634,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,none,0.0000,none
0.178,1,0.0392,1.0114,0.2068,0.4175,0.3495,-0.8270,-0.1401,0.0138,1.0593,0.1291,-0.3269,0.5208,-0.5936,0.5191,0.0392,1.0114,0.2068,0.4175,0.3495,-0.8270,-0.1401,0.0138,1.0593,0.1291,-0.3269,0.5208,-0.5936,0.5191,0.0814,1.2990,0.5482,0.0506,-0.9936,0.0670,0.0761,-0.1200,1.0465,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,none,0.0000,none
0.188,1,0.0406,1.0136,0.2113,0.4172,0.3551,-0.8254,-0.1365,0.0150,1.0620,0.1338,-0.3261,0.5202,-0.5894,0.5251,0.0406,1.0136,0.2113,0.4172,0.3551,-0.8254,-0.1365,0.0150,1.0620,0.1338,-0.3261,0.5202,-0.5894,0.5251,0.0813,1.2990,0.5481,0.0501,-0.9935,0.0669,0.0768,-0.1200,1.0286,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,none,0.0000,none
0.198,1,0.0418,1.0158,0.2157,0.4167,0.3605,-0.8239,-0.1329,0.0161,1.0645,0.1385,-0.3255,0.5196,-0.5851,0.5308,0.0418,1.0158,0.2157,0.4167,0.3605,-0.8239,-0.1329,0.0161,1.0645,0.1385,-0.3255,0.5196,-0.5851,0.5308,0.0812,1.2990,0.5482,0.0497,-0.9935,0.0666,0.0776,-0.1200,1.0097,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,none,0.0000,none
0.208,1,0.0425,1.0184,0.2217,0.4167,0.3655,-0.8220,-0.1306,0.0167,1.0676,0.1447,-0.3239,0.5195,-0.5815,0.5357,0.0425,1.0184,0.2217,0.4167,0.3655,-0.8220,-0.1306,0.0167,1.0676,0.1447,-0.3239,0.5195,-0.5815,0.5357,0.0809,1.2991,0.5482,0.0492,-0.9935,0.0662,0.0785,-0.1200,0.9898,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,none,0.0000,none
0.218,1,0.0432,1.0209,0.2274,0.4165,0.3704,-0.8203,-0.1283,0.0174,1.0704,0.1506,-0.3226,0.5195,-0.5780,0.5404,0.0432,1.0209,0.2274,0.4165,0.3704,-0.8203,-0.1283,0.0174,1.0704,0.1506,-0.3226,0.5195,-0.5780,0.5404,0.0807,1.2992,0.5482,0.0489,-0.9935,0.0655,0.0793,-0.1200,0.9690,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,none,0.0000,none
0.228,1,0.0436,1.0223,0.2313,0.4150,0.3752,-0.8191,-0.1266,0.0175,1.0722,0.1548,-0.3221,0.5201,-0.5744,0.5439,0.0436,1.0223,0.2313,0.4150,0.3752,-0.8191,-0.1266,0.0175,1.0722,0.1548,-0.3221,0.5201,-0.5744,0.5439,0.0804,1.2992,0.5483,0.0485,-0.9935,0.0651,0.0802,-0.1200,0.9472,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,none,0.0000,none
0.238,1,0.0440,1.0238,0.2351,0.4135,0.3800,-0.8180,-0.1249,0.0176,1.0740,0.1590,-0.3216,0.5208,-0.5707,0.5474,0.0440,1.0238,0.2351,0.4135,0.3800,-0.8180,-0.1249,0.0176,1.0740,0.1590,-0.3216,0.5208,-0.5707,0.5474,0.0801,1.2993,0.5484,0.0481,-0.9934,0.0649,0.0810,-0.1200,0.9333,0.0320,-0.0002,1.0000,0.0002,-0.0001,0,0,0.0000,0,0,90,none,0.0000,none
0.248,1,0.0444,1.0254,0.2391,0.4118,0.3849,-0.8168,-0.1230,0.0177,1.0759,0.1633,-0.3212,0.5214,-0.5670,0.5509,0.0444,1.0254,0.2391,0.4118,0.3849,-0.8168,-0.1230,0.0177,1.0759,0.1633,-0.3212,0.5214,-0.5670,0.5509,0.0798,1.2992,0.5485,0.0479,-0.9934,0.0650,0.0818,-0.1200,0.9327,0.0320,0.0001,1.0000,0.0003,0.0000,0,0,0.0000,0,0,90,Table Upper Target,0.0000,none
0.258,1,0.0442,1.0268,0.2426,0.4106,0.3930,-0.8140,-0.1201,0.0169,1.0772,0.1673,-0.3211,0.5223,-0.5643,0.5529,0.0442,1.0268,0.2426,0.4106,0.3930,-0.8140,-0.1201,0.0169,1.0772,0.1673,-0.3211,0.5223,-0.5643,0.5529,0.0793,1.2993,0.5486,0.0479,-0.9933,0.0651,0.0828,-0.1200,0.9327,0.0320,0.0000,1.0000,-0.0001,0.0000,0,0,0.0000,0,0,90,Table Upper Target,0.0000,none
0.268,1,0.0441,1.0283,0.2463,0.4096,0.4024,-0.8105,-0.1163,0.0163,1.0785,0.1714,-0.3211,0.5230,-0.5616,0.5549,0.0441,1.0283,0.2463,0.4096,0.4024,-0.8105,-0.1163,0.0163,1.0785,0.1714,-0.3211,0.5230,-0.5616,0.5549,0.0789,1.2994,0.5487,0.0481,-0.9932,0.0654,0.0840,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,Table Upper Target,0.0000,Table Upper Target
0.278,1,0.0442,1.0298,0.2487,0.4126,0.4322,-0.7950,-0.1048,0.0146,1.0788,0.1747,-0.3203,0.5242,-0.5612,0.5548,0.0442,1.0298,0.2487,0.4126,0.4322,-0.7950,-0.1048,0.0146,1.0788,0.1747,-0.3203,0.5242,-0.5612,0.5548,0.0785,1.2993,0.5488,0.0483,-0.9930,0.0658,0.0853,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,Table Upper Target,0.0000,Table Upper Target
0.288,1,0.0437,1.0309,0.2515,0.4120,0.4489,-0.7866,-0.1000,0.0130,1.0792,0.1782,-0.3195,0.5254,-0.5607,0.5545,0.0437,1.0309,0.2515,0.4120,0.4489,-0.7866,-0.1000,0.0130,1.0792,0.1782,-0.3195,0.5254,-0.5607,0.5545,0.0780,1.2992,0.5488,0.0484,-0.9928,0.0664,0.0867,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,Table Upper Target,0.0000,Table Upper Target
0.298,1,0.0448,1.0345,0.2544,0.4187,0.5023,-0.7521,-0.0826,0.0106,1.0795,0.1820,-0.3158,0.5285,-0.5625,0.5518,0.0448,1.0345,0.2544,0.4187,0.5023,-0.7521,-0.0826,0.0106,1.0795,0.1820,-0.3158,0.5285,-0.5625,0.5518,0.0774,1.2991,0.5487,0.0484,-0.9927,0.0671,0.0882,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,Table Upper Target,0.0000,Table Upper Target
0.308,1,0.0448,1.0368,0.2577,0.4212,0.5325,-0.7302,-0.0771,0.0082,1.0800,0.1857,-0.3126,0.5326,-0.5640,0.5482,0.0448,1.0368,0.2577,0.4212,0.5325,-0.7302,-0.0771,0.0082,1.0800,0.1857,-0.3126,0.5326,-0.5640,0.5482,0.0768,1.2990,0.5486,0.0482,-0.9925,0.0679,0.0899,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,Table Upper Target,0.0000,Table Upper Target
0.318,1,0.0445,1.0387,0.2611,0.4228,0.5552,-0.7123,-0.0752,0.0058,1.0805,0.1896,-0.3096,0.5365,-0.5656,0.5444,0.0445,1.0387,0.2611,0.4228,0.5552,-0.7123,-0.0752,0.0058,1.0805,0.1896,-0.3096,0.5365,-0.5656,0.5444,0.0762,1.2987,0.5485,0.0481,-0.9922,0.0689,0.0917,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,Table Upper Target,0.0000,Table Upper Target
0.328,1,0.0453,1.0402,0.2644,0.4297,0.6009,-0.6707,-0.0658,0.0045,1.0790,0.1936,-0.2988,0.5394,-0.5735,0.5393,0.0453,1.0402,0.2644,0.4297,0.6009,-0.6707,-0.0658,0.0045,1.0790,0.1936,-0.2988,0.5394,-0.5735,0.5393,0.0756,1.2984,0.5484,0.0480,-0.9920,0.0702,0.0936,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,Table Upper Target,0.0000,Table Upper Target
0.338,1,0.0452,1.0404,0.2677,0.4344,0.6255,-0.6448,-0.0661,0.0032,1.0778,0.1977,-0.2893,0.5425,-0.5805,0.5338,0.0452,1.0404,0.2677,0.4344,0.6255,-0.6448,-0.0661,0.0032,1.0778,0.1977,-0.2893,0.5425,-0.5805,0.5338,0.0749,1.2980,0.5483,0.0479,-0.9916,0.0719,0.0960,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,Table Upper Target,0.0000,Table Upper Target
0.348,1,0.0467,1.0421,0.2729,0.4437,0.6773,-0.5853,-0.0430,0.0027,1.0749,0.2020,-0.2778,0.5390,-0.5900,0.5332,0.0467,1.0421,0.2729,0.4437,0.6773,-0.5853,-0.0430,0.0027,1.0749,0.2020,-0.2778,0.5390,-0.5900,0.5332,0.0742,1.2975,0.5482,0.0479,-0.9912,0.0739,0.0985,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,Table Upper Target,0.0000,Table Upper Target
0.358,1,0.0469,1.0420,0.2777,0.4492,0.7018,-0.5519,-0.0342,0.0022,1.0723,0.2062,-0.2678,0.5360,-0.5982,0.5321,0.0469,1.0420,0.2777,0.4492,0.7018,-0.5519,-0.0342,0.0022,1.0723,0.2062,-0.2678,0.5360,-0.5982,0.5321,0.0733,1.2969,0.5482,0.0480,-0.9908,0.0762,0.1011,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,Table Upper Target,0.0000,Table Upper Target
0.368,1,0.0475,1.0407,0.2826,0.4553,0.7333,-0.5048,-0.0140,0.0004,1.0674,0.2091,-0.2647,0.5325,-0.6060,0.5284,0.0475,1.0407,0.2826,0.4553,0.7333,-0.5048,-0.0140,0.0004,1.0674,0.2091,-0.2647,0.5325,-0.6060,0.5284,0.0723,1.2962,0.5482,0.0479,-0.9903,0.0789,0.1038,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,Table Upper Target,0.0000,Table Upper Target
0.378,1,0.0473,1.0386,0.2867,0.4592,0.7492,-0.4772,-0.0042,-0.0014,1.0629,0.2120,-0.2618,0.5289,-0.6138,0.5243,0.0473,1.0386,0.2867,0.4592,0.7492,-0.4772,-0.0042,-0.0014,1.0629,0.2120,-0.2618,0.5289,-0.6138,0.5243,0.0713,1.2957,0.5482,0.0478,-0.9899,0.0810,0.1064,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,Table Upper Target,0.0000,Table Upper Target
0.388,1,0.0468,1.0365,0.2904,0.4624,0.7610,-0.4549,0.0027,-0.0032,1.0585,0.2148,-0.2590,0.5253,-0.6219,0.5198,0.0468,1.0365,0.2904,0.4624,0.7610,-0.4549,0.0027,-0.0032,1.0585,0.2148,-0.2590,0.5253,-0.6219,0.5198,0.0701,1.2953,0.5482,0.0480,-0.9894,0.0829,0.1091,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,Table Upper Target,0.0000,Table Upper Target
0.398,1,0.0467,1.0366,0.2896,0.4620,0.7615,-0.4546,0.0038,-0.0037,1.0582,0.2139,-0.2609,0.5239,-0.6231,0.5187,0.0467,1.0366,0.2896,0.4620,0.7615,-0.4546,0.0038,-0.0037,1.0582,0.2139,-0.2609,0.5239,-0.6231,0.5187,0.0691,1.2948,0.5484,0.0485,-0.9889,0.0841,0.1120,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,Table Upper Target,0.0000,Table Upper Target
0.408,1,0.0467,1.0367,0.2891,0.4617,0.7615,-0.4549,0.0043,-0.0039,1.0579,0.2134,-0.2619,0.5227,-0.6242,0.5182,0.0467,1.0367,0.2891,0.4617,0.7615,-0.4549,0.0043,-0.0039,1.0579,0.2134,-0.2619,0.5227,-0.6242,0.5182,0.0680,1.2945,0.5486,0.0485,-0.9885,0.0854,0.1148,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,Table Upper Target,0.0000,Table Upper Target
0.418,1,0.0460,1.0385,0.2905,0.4600,0.7865,-0.4112,0.0265,-0.0078,1.0551,0.2124,-0.2669,0.5163,-0.6300,0.5151,0.0460,1.0385,0.2905,0.4600,0.7865,-0.4112,0.0265,-0.0078,1.0551,0.2124,-0.2669,0.5163,-0.6300,0.5151,0.0669,1.2942,0.5490,0.0490,-0.9881,0.0864,0.1177,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,Table Upper Target,0.0000,Table Upper Target
0.428,1,0.0432,1.0388,0.2915,0.4558,0.8003,-0.3876,0.0383,-0.0133,1.0518,0.2121,-0.2742,0.5107,-0.6346,0.5111,0.0432,1.0388,0.2915,0.4558,0.8003,-0.3876,0.0383,-0.0133,1.0518,0.2121,-0.2742,0.5107,-0.6346,0.5111,0.0657,1.2941,0.5493,0.0494,-0.9877,0.0871,0.1203,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,Table Upper Target,0.0000,Table Upper Target
0.438,1,0.0399,1.0385,0.2925,0.4512,0.8106,-0.3705,0.0465,-0.0190,1.0484,0.2124,-0.2816,0.5060,-0.6383,0.5071,0.0399,1.0385,0.2925,0.4512,0.8106,-0.3705,0.0465,-0.0190,1.0484,0.2124,-0.2816,0.5060,-0.6383,0.5071,0.0647,1.2940,0.5498,0.0498,-0.9873,0.0874,0.1233,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,Table Upper Target,0.0000,Table Upper Target
0.448,1,0.0328,1.0392,0.2894,0.4420,0.8119,-0.3796,0.0366,-0.0285,1.0479,0.2112,-0.2937,0.5087,-0.6355,0.5011,0.0328,1.0392,0.2894,0.4420,0.8119,-0.3796,0.0366,-0.0285,1.0479,0.2112,-0.2937,0.5087,-0.6355,0.5011,0.0637,1.2941,0.5502,0.0502,-0.9869,0.0874,0.1260,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,Table Upper Target,0.0000,Table Upper Target
0.458,1,0.0263,1.0397,0.2869,0.4337,0.8133,-0.3868,0.0280,-0.0372,1.0472,0.2105,-0.3044,0.5107,-0.6331,0.4958,0.0263,1.0397,0.2869,0.4337,0.8133,-0.3868,0.0280,-0.0372,1.0472,0.2105,-0.3044,0.5107,-0.6331,0.4958,0.0627,1.2942,0.5507,0.0505,-0.9866,0.0869,0.1283,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,Table Upper Target,0.0000,Table Upper Target
0.468,1,0.0172,1.0393,0.2821,0.4280,0.8134,-0.3936,0.0182,-0.0484,1.0463,0.2073,-0.3132,0.5151,-0.6305,0.4889,0.0172,1.0393,0.2821,0.4280,0.8134,-0.3936,0.0182,-0.0484,1.0463,0.2073,-0.3132,0.5151,-0.6305,0.4889,0.0619,1.2944,0.5511,0.0507,-0.9864,0.0863,0.1305,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,Table Upper Target,0.0000,Table Upper Target
0.478,1,0.0091,1.0387,0.2781,0.4228,0.8134,-0.3994,0.0095,-0.0583,1.0453,0.2049,-0.3210,0.5185,-0.6285,0.4828,0.0091,1.0387,0.2781,0.4228,0.8134,-0.3994,0.0095,-0.0583,1.0453,0.2049,-0.3210,0.5185,-0.6285,0.4828,0.0611,1.2945,0.5514,0.0509,-0.9862,0.0856,0.1324,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,Table Upper Target,0.0000,Table Upper Target
0.488,1,0.0020,1.0382,0.2748,0.4180,0.8137,-0.4040,0.0017,-0.0672,1.0443,0.2031,-0.3281,0.5215,-0.6267,0.4772,0.0020,1.0382,0.2748,0.4180,0.8137,-0.4040,0.0017,-0.0672,1.0443,0.2031,-0.3281,0.5215,-0.6267,0.4772,0.0605,1.2947,0.5518,0.0509,-0.9860,0.0849,0.1340,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,Table Upper Target,0.0000,Table Upper Target
0.498,1,-0.0042,1.0398,0.2717,0.4088,0.8193,-0.4020,-0.0007,-0.0755,1.0426,0.1999,-0.3375,0.5252,-0.6251,0.4686,-0.0042,1.0398,0.2717,0.4088,0.8193,-0.4020,-0.0007,-0.0755,1.0426,0.1999,-0.3375,0.5252,-0.6251,0.4686,0.0598,1.2949,0.5522,0.0509,-0.9859,0.0845,0.1352,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,Table Upper Target,0.0000,Table Upper Target
0.508,1,-0.0100,1.0407,0.2688,0.4013,0.8232,-0.4016,-0.0045,-0.0838,1.0411,0.1973,-0.3472,0.5296,-0.6225,0.4599,-0.0100,1.0407,0.2688,0.4013,0.8232,-0.4016,-0.0045,-0.0838,1.0411,0.1973,-0.3472,0.5296,-0.6225,0.4599,0.0593,1.2950,0.5526,0.0506,-0.9858,0.0842,0.1360,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,90,Table Upper Target,0.0000,Table Upper Target
