TrialTime,proxyThumb_x,proxyThumb_y,proxyThumb_z,proxyThumb_qx,proxyThumb_qy,proxyThumb_qz,proxyThumb_qw,proxyIndex_x,proxyIndex_y,proxyIndex_z,proxyIndex_qx,proxyIndex_qy,proxyIndex_qz,proxyIndex_qw,realThumb_x,realThumb_y,realThumb_z,realThumb_qx,realThumb_qy,realThumb_qz,realThumb_qw,realIndex_x,realIndex_y,realIndex_z,realIndex_qx,realIndex_qy,realIndex_qz,realIndex_qw,cam_x,cam_y,cam_z,cam_qx,cam_qy,cam_qz,cam_qw,cyl_x,cyl_y,cyl_z,cyl_qx,cyl_qy,cyl_qz,cyl_qw,grasping,broken,slip,force,vibration,pressure,tableContact,penetration,penetrationSource
2.057,0.1563,1.3723,-0.2537,0.3037,-0.6165,0.1554,0.7096,0.1465,1.3724,-0.2608,0.2414,-0.8467,0.4609,-0.1117,0.1563,1.3723,-0.2537,0.3037,-0.6165,0.1554,0.7096,0.1465,1.3724,-0.2608,0.2414,-0.8467,0.4609,-0.1117,0.0704,1.6441,-0.5374,0.1226,0.0529,0.0176,0.9909,-0.1350,1.1627,-0.1050,0.0000,0.0000,0.0000,1.0000,0,0,0.0000,0,0,0,Table Upper Target,0.0000,none
2.067,0.1573,1.3720,-0.2536,0.3065,-0.6114,0.1559,0.7127,0.1474,1.3725,-0.2597,0.2469,-0.8495,0.4535,-0.1081,0.1573,1.3720,-0.2536,0.3065,-0.6114,0.1559,0.7127,0.1474,1.3725,-0.2597,0.2469,-0.8495,0.4535,-0.1081,0.0713,1.6446,-0.5378,0.1196,0.0532,0.0171,0.9912,-0.1350,1.1627,-0.1050,0.0000,0.0000,0.0000,1.0000,0,0,0.0000,0,0,0,Table Upper Target,0.0000,none
2.077,0.1586,1.3722,-0.2541,0.3071,-0.6060,0.1552,0.7172,0.1483,1.3733,-0.2583,0.2524,-0.8547,0.4420,-0.1021,0.1586,1.3722,-0.2541,0.3071,-0.6060,0.1552,0.7172,0.1483,1.3733,-0.2583,0.2524,-0.8547,0.4420,-0.1021,0.0719,1.6449,-0.5382,0.1168,0.0538,0.0167,0.9916,-0.1350,1.1627,-0.1050,0.0000,0.0000,0.0000,1.0000,0,0,0.0000,0,0,0,Table Upper Target,0.0000,none
2.087,0.1601,1.3725,-0.2545,0.3032,-0.6011,0.1509,0.7238,0.1494,1.3739,-0.2573,0.2577,-0.8585,0.4327,-0.0964,0.1601,1.3725,-0.2545,0.3032,-0.6011,0.1509,0.7238,0.1494,1.3739,-0.2573,0.2577,-0.8585,0.4327,-0.0964,0.0726,1.6453,-0.5385,0.1143,0.0541,0.0162,0.9918,-0.1350,1.1627,-0.1050,0.0000,0.0000,0.0000,1.0000,0,0,0.0000,0,0,0,Table Upper Target,0.0000,none
2.097,0.1617,1.3728,-0.2550,0.2993,-0.5963,0.1469,0.7302,0.1505,1.3743,-0.2566,0.2628,-0.8611,0.4256,-0.0912,0.1617,1.3728,-0.2550,0.2993,-0.5963,0.1469,0.7302,0.1505,1.3743,-0.2566,0.2628,-0.8611,0.4256,-0.0912,0.0732,1.6457,-0.5388,0.1114,0.0546,0.0157,0.9921,-0.1350,1.1627,-0.1050,0.0000,0.0000,0.0000,1.0000,0,0,0.0000,0,0,0,Table Upper Target,0.0000,none
2.107,0.1634,1.3738,-0.2560,0.2898,-0.5940,0.1391,0.7374,0.1515,1.3759,-0.2550,0.2658,-0.8681,0.4105,-0.0854,0.1634,1.3738,-0.2560,0.2898,-0.5940,0.1391,0.7374,0.1515,1.3759,-0.2550,0.2658,-0.8681,0.4105,-0.0854,0.0739,1.6462,-0.5391,0.1088,0.0550,0.0150,0.9924,-0.1350,1.1627,-0.1050,0.0000,0.0000,0.0000,1.0000,0,0,0.0000,0,0,0,Table Upper Target,0.0000,none
2.117,0.1652,1.3748,-0.2570,0.2817,-0.5916,0.1321,0.7438,0.1527,1.3772,-0.2540,0.2685,-0.8733,0.3985,-0.0803,0.1652,1.3748,-0.2570,0.2817,-0.5916,0.1321,0.7438,0.1527,1.3772,-0.2540,0.2685,-0.8733,0.3985,-0.0803,0.0744,1.6466,-0.5395,0.1062,0.0556,0.0147,0.9927,-0.1350,1.1627,-0.1050,0.0000,0.0000,0.0000,1.0000,0,0,0.0000,0,0,0,Table Upper Target,0.0000,none
2.127,0.1675,1.3763,-0.2580,0.2694,-0.5906,0.1215,0.7508,0.1538,1.3796,-0.2501,0.2699,-0.8863,0.3694,-0.0722,0.1675,1.3763,-0.2580,0.2694,-0.5906,0.1215,0.7508,0.1538,1.3796,-0.2501,0.2699,-0.8863,0.3694,-0.0722,0.0749,1.6471,-0.5399,0.1038,0.0557,0.0142,0.9929,-0.1350,1.1627,-0.1050,0.0000,0.0000,0.0000,1.0000,0,0,0.0000,0,0,0,Table Upper Target,0.0000,none
2.137,0.1697,1.3776,-0.2590,0.2592,-0.5895,0.1126,0.7567,0.1551,1.3812,-0.2478,0.2709,-0.8942,0.3503,-0.0663,0.1697,1.3776,-0.2590,0.2592,-0.5895,0.1126,0.7567,0.1551,1.3812,-0.2478,0.2709,-0.8942,0.3503,-0.0663,0.0753,1.6477,-0.5403,0.1015,0.0559,0.0136,0.9932,-0.1350,1.1627,-0.1050,0.0000,0.0000,0.0000,1.0000,0,0,0.0000,0,0,0,Table Upper Target,0.0000,none
2.147,0.1716,1.3787,-0.2599,0.2511,-0.5881,0.1055,0.7616,0.1565,1.3824,-0.2463,0.2719,-0.8995,0.3364,-0.0614,0.1716,1.3787,-0.2599,0.2511,-0.5881,0.1055,0.7616,0.1565,1.3824,-0.2463,0.2719,-0.8995,0.3364,-0.0614,0.0757,1.6482,-0.5407,0.0990,0.0560,0.0131,0.9934,-0.1350,1.1627,-0.1050,0.0000,0.0000,0.0000,1.0000,0,0,0.0000,0,0,0,Table Upper Target,0.0000,none
