Time,Pressure (kPa)
0.33673469387755106,130.5989778848178
0.33877551020408164,129.44349906820617
0.3408163265306123,127.40716011780472
0.34285714285714286,124.96422048004085
0.3448979591836735,122.43533208689463
0.34693877551020413,120.30341723525322
0.3489795918367347,118.8601041464323
0.35102040816326535,117.6991399117376
0.35306122448979593,116.15171453618723
0.35510204081632657,114.82038617849167
0.35714285714285715,113.73637587817278
0.3591836734693878,112.49233996616812
0.3612244897959184,110.97934467875876
0.363265306122449,109.27159333721835
0.36530612244897964,107.69244106226529
0.3673469387755102,106.39445203234267
0.36938775510204086,105.36820460716946
0.37142857142857144,104.65206509708463
0.3734693877551021,104.26150965281825
0.3755102040816327,103.90868819403977
0.3775510204081633,103.59113465382997
0.37959183673469393,103.33396813689782
0.3816326530612245,103.11826632207492
0.38367346938775515,102.89341160503271
0.38571428571428573,102.70052090921232
0.38775510204081637,102.54051110564782
0.38979591836734695,102.38423201870468
0.3918367346938776,102.25515870847903
0.3938775510204082,102.16957353988604
0.3959183673469388,102.13185536251943
0.39795918367346944,102.11158935104248
0.4,102.11546234075531
0.40204081632653066,102.11207940280207
0.40408163265306124,102.11073571249354
0.4061224489795919,102.10359044167639
0.40816326530612246,102.10185154833593
0.4102040816326531,102.09812083171458
0.41224489795918373,102.08828818028037
0.4142857142857143,102.08937894064847
0.41632653061224495,102.08084255515897
0.41836734693877553,102.05505950935638
0.42040816326530617,102.05186626885846
0.42244897959183675,102.04524266604345
0.4244897959183674,101.19369078910096
0.426530612244898,101.62408269898505
0.4285714285714286,102.62037373433859
0.43061224489795924,103.51925512638405
0.4326530612244898,105.20892197718372
0.43469387755102046,107.35525383542965
0.43673469387755104,109.65976175517196
0.4387755102040817,111.92021244091562
0.4408163265306123,114.11877433186032
0.4428571428571429,115.6076306180799
0.44489795918367353,116.1635706271449
0.4469387755102041,117.69414454541413
0.44897959183673475,118.36113660644916
0.45102040816326533,118.47468634158093
0.45306122448979597,118.99338241691763
0.45510204081632655,119.41786208944418
0.4571428571428572,119.95004249223005
0.4591836734693878,120.39798141673148
0.4612244897959184,120.92777479320455
0.46326530612244904,121.36553328760367
0.4653061224489796,121.7953561051218
0.46734693877551026,122.38171093952351
0.46938775510204084,122.72144327388474
0.4714285714285715,123.35085943064466
0.47346938775510206,123.76179154323692
0.4755102040816327,124.27418017818415
0.47755102040816333,124.93954400272767
0.4795918367346939,125.37491547081399
0.48163265306122455,125.90425041177002
0.48367346938775513,126.55601925201542
0.48571428571428577,126.8138497100412
0.48775510204081635,127.12166544754443
0.489795918367347,127.38567688098946
0.4918367346938776,127.54974937172204
0.4938775510204082,127.79742311182741
0.49591836734693884,128.20882156399733
0.4979591836734694,128.86406819092366
0.5,129.84328645529817
