Time,Displacement (mm)
0.0,1.2288538263144002
0.001002004008016032,1.2208182285390632
0.002004008016032064,1.2078195806852685
0.0030060120240480957,1.1900647466185559
0.004008016032064128,1.1677605902044654
0.00501002004008016,1.1411139753085402
0.0060120240480961915,1.102598435363531
0.007014028056112224,1.0650217456011424
0.008016032064128256,1.0299167245241596
0.009018036072144287,1.0069342951634803
0.01002004008016032,0.9842511663209044
0.011022044088176352,0.965408354464647
0.012024048096192383,0.9633136070256341
0.013026052104208416,0.9702881327977295
0.014028056112224447,0.9906725203474046
0.01503006012024048,0.9998184680722053
0.01603206412825651,1.0070518670375064
0.017034068136272545,1.0295311326622276
0.018036072144288574,1.0344532394124666
0.019038076152304607,1.0266489973441928
0.02004008016032064,1.0125331622492322
0.02104208416833667,0.9896160975323345
0.022044088176352703,0.9361814002948208
0.023046092184368736,0.9109147234505073
0.024048096192384766,0.9172367496221876
0.0250501002004008,0.9659308975825048
0.026052104208416832,1.0789305998159946
0.027054108216432865,1.258975286078262
0.028056112224448895,1.4436141485073757
0.029058116232464928,1.64043558421908
0.03006012024048096,1.8260127617421265
0.03106212424849699,1.966084548244733
0.03206412825651302,2.026626101884796
0.033066132264529056,2.0883441712155957
0.03406813627254509,2.118917289311485
0.03507014028056112,2.1380632697735535
0.03607214428857715,2.152607305898031
0.03707414829659318,2.1803186481791164
0.038076152304609215,2.2043790352183827
0.03907815631262525,2.2402306621381873
0.04008016032064128,2.273248020799797
0.041082164328657314,2.2983147004979103
0.04208416833667334,2.3012367992043
0.04308617234468937,2.3216160229823792
0.044088176352705406,2.3446785296217665
0.04509018036072144,2.3645650983602673
0.04609218436873747,2.376665976021196
0.047094188376753505,2.3995876817663553
0.04809619238476953,2.4215342841131955
0.049098196392785565,2.439210363125292
0.0501002004008016,2.450507506613922
0.05110220440881763,2.4529494316034013
0.052104208416833664,2.44373743047225
0.0531062124248497,2.43494948886994
0.05410821643286573,2.4377754529228683
0.055110220440881756,2.44894841357017
0.05611222444889779,2.4670555498561093
0.05711422845691382,2.4886361697620187
0.058116232464929855,2.5114452856182554
0.05911823647294589,2.532885465961669
0.06012024048096192,2.550874506904993
0.06112224448897795,2.562159234155964
0.06212424849699398,2.5644310064771267
0.06312625250501001,2.5551814600304055
0.06412825651302605,2.5553666246487103
0.06513026052104208,2.5557440893934853
0.06613226452905811,2.547222544490736
0.06713426853707415,2.5495188261700004
0.06813627254509018,2.5603762101013006
0.06913827655310621,2.5975057503089225
0.07014028056112225,2.6141777469046588
0.07114228456913826,2.593174500254611
0.0721442885771543,2.6016071609351092
0.07314629258517033,2.573202346196267
0.07414829659318636,2.5709095842110146
0.0751503006012024,2.560701382660199
0.07615230460921843,2.5138295126717365
0.07715430861723446,2.5216831420966535
0.0781563126252505,2.529990386944116
0.07915831663326653,2.54554227090267
0.08016032064128256,2.523645962800465
0.0811623246492986,2.4848546386344963
0.08216432865731463,2.469795774792283
0.08316633266533066,2.4350978773473204
0.08416833667334668,2.4475574376979505
0.08517034068136271,2.4506062327025226
0.08617234468937875,2.4463378446762745
0.08717434869739478,2.488535471400659
0.08817635270541081,2.5092876400357325
0.08917835671342685,2.526791150173158
0.09018036072144288,2.537738475670379
0.09118236472945891,2.5399176205525316
0.09218436873747494,2.531072583032834
0.09318637274549098,2.5314721419466477
0.09418837675350701,2.5316547899609465
0.09519038076152304,2.5318505739412314
0.09619238476953906,2.5310208127598814
0.0971943887775551,2.53127946774281
0.09819639278557113,2.5309776363293817
0.09919839679358716,2.530731342265458
0.1002004008016032,2.521431436406886
0.10120240480961923,2.5233282176530794
0.10220440881763526,2.5342140490937903
0.1032064128256513,2.552034010548166
0.10420841683366733,2.573547936152109
0.10521042084168336,2.596619098893913
0.1062124248496994,2.618106211386708
0.10721442885771543,2.636244175275868
0.10821643286573146,2.6473750347956204
0.10921843687374748,2.650290644545648
0.11022044088176351,2.6409885910968494
0.11122244488977955,2.6404761934662657
0.11222444889779558,2.6397931438546225
0.11322645290581161,2.6394811857383327
0.11422845691382764,2.6391560276934856
0.11523046092184368,2.6391087102827413
0.11623246492985971,2.6393209947779743
0.11723446893787574,2.639876662042027
0.11823647294589178,2.640687788899931
0.11923847695390781,2.641722315029018
0.12024048096192384,2.6417710574354487
0.12124248496993988,2.6420002565846534
0.1222444889779559,2.642315172454289
0.12324649298597193,2.650814994945433
0.12424849699398796,2.6483570640034126
0.125250501002004,2.6459060563781116
0.12625250501002003,2.626363724799656
0.12725450901803606,2.572870624564126
0.1282565130260521,2.5372997840270464
0.12925851703406813,2.528492787540876
0.13026052104208416,2.525144487608739
0.1312625250501002,2.5290297974947475
0.13226452905811623,2.5514080976211178
0.13326653306613226,2.572908419686785
0.1342685370741483,2.5758935704150794
0.13527054108216433,2.5706259160692726
0.13627254509018036,2.5460760677790084
0.1372745490981964,2.488455074677341
0.13827655310621242,2.452881774539367
0.13927855711422846,2.43554004346041
0.1402805611222445,2.3999601899779397
0.1412825651302605,2.363320815421749
0.14228456913827653,2.3329904523762126
0.14328657314629256,2.3025934135033594
0.1442885771543086,2.2656986367577776
0.14529058116232463,2.2303762720139475
0.14629258517034066,2.2136305160847733
0.1472945891783567,2.1780004823407775
0.14829659318637273,2.141307034980748
0.14929859719438876,2.1111360221534428
0.1503006012024048,2.0808908124548866
0.15130260521042083,2.0443327414596837
0.15230460921843686,2.0087886438930056
0.1533066132264529,1.982221238264796
0.15430861723446893,1.9583640475949604
0.15531062124248496,1.9305120788028138
0.156312625250501,1.9066573818381798
0.15731462925851702,1.8705839709329233
0.15831663326653306,1.8465862092132634
0.1593186372745491,1.8188663588696476
0.16032064128256512,1.795080159744397
0.16132264529058116,1.7593123367471006
0.1623246492985972,1.7261127650543613
0.16332665330661322,1.71002564410101
0.16432865731462926,1.6954141017410145
0.1653306613226453,1.6661738007920286
0.16633266533066132,1.6370961703478717
0.16733466933867733,1.6130666430444105
0.16833667334669336,1.6085515997542938
0.1693386773547094,1.5844450703160795
0.17034068136272543,1.5551375315753955
0.17134268537074146,1.5257057487876604
0.1723446893787575,1.5014919864619058
0.17334669338677353,1.487801855399671
0.17434869739478956,1.4662150778741148
0.1753507014028056,1.4577318923751978
0.17635270541082163,1.4442178917284947
0.17735470941883766,1.4305449590155497
0.1783567134268537,1.4218767031769879
0.17935871743486972,1.399945227730875
0.18036072144288576,1.3767241398195533
0.1813627254509018,1.3548170593568367
0.18236472945891782,1.3368653692871233
0.18336673346693386,1.3254487492983662
0.1843687374749499,1.3230574124560979
0.18537074148296592,1.3323460522186286
0.18637274549098196,1.3324921356367112
0.187374749498998,1.3323706301265494
0.18837675350701402,1.3323436896310459
0.18937875751503006,1.3323682305875677
0.1903807615230461,1.3324502612972016
0.19138276553106212,1.3418077772798487
0.19238476953907813,1.3394568604605925
0.19338677354709416,1.3279612198469324
0.1943887775551102,1.310102327553497
0.19539078156312623,1.288392152546294
0.19639278557114226,1.265226164359206
0.1973947895791583,1.2433105543344962
0.19839679358717432,1.2254780671221408
0.19939879759519036,1.2210677859493901
0.2004008016032064,1.2183000966405817
0.20140280561122242,1.2203713127638456
0.20240480961923846,1.2057874584998658
0.2034068136272545,1.1842386849422366
0.20440881763527052,1.1685623485796155
0.20541082164328656,1.139819746004585
0.2064128256513026,1.100753265149297
0.20741482965931862,1.0615776704669142
0.20841683366733466,1.0267873670956957
0.2094188376753507,1.0055956684085425
0.21042084168336672,0.9847008412366276
0.21142284569138275,0.9701297823865063
0.2124248496993988,0.96292411008741
0.21342685370741482,0.9681086340950984
0.21442885771543085,0.9887478876884709
0.2154308617234469,0.998721482614083
0.21643286573146292,1.0085737921281277
0.21743486973947895,1.0242779665990114
0.21843687374749496,1.0279836311619353
0.219438877755511,1.0266492526092792
0.22044088176352702,1.0144647712212511
0.22144288577154306,0.991885945125144
0.2224448897795591,0.932189782556807
0.22344689378757512,0.9092165163158892
0.22444889779559116,0.9167283277613948
0.2254509018036072,0.9669217019725758
0.22645290581162322,1.0808630280240514
0.22745490981963926,1.2451447969804605
0.2284569138276553,1.4427991307255057
0.22945891783567132,1.6534307322904982
0.23046092184368736,1.8438337508713452
0.2314629258517034,1.9873047418153733
0.23246492985971942,2.049674012876174
0.23346693386773545,2.110263077757011
0.2344689378757515,2.1367404018515264
0.23547094188376752,2.140391203903855
0.23647294589178355,2.1574341678832067
0.2374749498997996,2.1824485047474167
0.23847695390781562,2.2221733318381727
0.23947895791583165,2.2620379256519665
0.24048096192384769,2.296722547643309
0.24148296593186372,2.320554064838139
0.24248496993987975,2.319757552440969
0.24348697394789579,2.3331959098595383
0.2444889779559118,2.346577686592363
0.24549098196392782,2.355351214966028
0.24649298597194386,2.376920732189912
0.2474949899799599,2.3999083468035627
0.24849699398797592,2.4216219793728313
0.24949899799599196,2.439886323473367
0.250501002004008,2.4516364745983337
0.251503006012024,2.4537369121206254
0.25250501002004005,2.435482977142229
0.2535070140280561,2.43796378939835
0.2545090180360721,2.449410269760454
0.25551102204408815,2.4675752626551755
0.2565130260521042,2.489512607814139
0.2575150300601202,2.5127688357795113
0.25851703406813625,2.534341003646672
0.2595190380761523,2.5522724417338853
0.2605210420841683,2.5633667623681067
0.26152304609218435,2.5650274761334098
0.2625250501002004,2.555323912118689
0.2635270541082164,2.555269853298607
0.26452905811623245,2.554941007917029
0.2655310621242485,2.5458023477194605
0.2665330661322645,2.5484039881546514
0.26753507014028055,2.581034834977047
0.2685370741482966,2.573054916873687
0.2695390781563126,2.594453175963148
0.27054108216432865,2.578082774795596
0.2715430861723447,2.592434579232713
0.2725450901803607,2.5875783836194417
0.27354709418837675,2.549276379652736
0.2745490981963928,2.524195080277071
0.2755511022044088,2.5301512589344117
0.27655310621242485,2.521951659599461
0.2775551102204409,2.5623697208162657
0.2785571142284569,2.5526390686927276
0.27955911823647295,2.5656539638018585
0.280561122244489,2.5373667165168112
0.281563126252505,2.528062506196426
0.282565130260521,2.492130441874711
